,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,type,subtype,bedroomCount,bathroomCount,province,locality,postCode,habitableSurface,roomCount,hasAttic,hasBasement,hasDressingRoom,diningRoomSurface,hasDiningRoom,buildingCondition,buildingConstructionYear,facedeCount,floorCount,streetFacadeWidth,hasLift,floodZoneType,heatingType,hasHeatPump,hasPhotovoltaicPanels,hasThermicPanels,kitchenSurface,kitchenType,landSurface,hasLivingRoom,livingRoomSurface,hasGarden,gardenSurface,gardenOrientation,parkingCountIndoor,parkingCountOutdoor,hasAirConditioning,hasArmoredDoor,hasVisiophone,hasOffice,toiletCount,hasSwimmingPool,hasFireplace,hasTerrace,terraceSurface,terraceOrientation,epcScore,price,longitude,latitude,error_sum
38982,38982,38982,38982,38982,38982,38982,38982,38982,38982,38982,38982,38982,38982,38982,54990,11183918,2,2,5.0,3.0,25,4018,7387,220.0,-1.0,-1,1,-1,16.0,1,1,-1.0,3.0,-1.0,-1.0,-1,0,2,-1,-1,-1,13.0,4,1252.0,1,32.0,1,590.0,0,-1.0,3.0,-1,-1,-1,-1,3.0,-1,-1,1,45.0,0,6,200000.0,3.6955529,50.368091,-276461.359375
38985,38985,38985,38985,38985,38985,38985,38985,38985,38985,38985,38985,38985,38985,38985,54993,20404225,2,2,3.0,1.0,25,4021,7387,210.0,-1.0,-1,-1,-1,-1.0,-1,5,1931.0,2.0,-1.0,-1.0,-1,1,0,-1,-1,-1,-1.0,0,2567.0,-1,-1.0,-1,-1.0,0,-1.0,2.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,0,6,160000.0,-1.0,-1.0,-100229.078125
38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,55000,20259502,2,2,3.0,1.0,25,4024,7387,399.0,-1.0,-1,1,-1,12.0,1,1,-1.0,4.0,2.0,-1.0,-1,0,0,-1,-1,-1,9.0,0,-1.0,1,25.0,1,779.0,0,1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,43.0,2,6,190000.0,3.7827586,50.3547911,-208356.46875
39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,39003,55015,20448618,2,2,4.0,1.0,25,4020,7387,275.0,-1.0,-1,-1,1,25.0,1,1,-1.0,2.0,1.0,19.0,-1,1,2,-1,-1,-1,20.0,3,659.0,1,45.0,1,400.0,5,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,80.0,4,2,425000.0,3.7775766,50.35525699999999,127043.0
39006,39006,39006,39006,39006,39006,39006,39006,39006,39006,39006,39006,39006,39006,39006,55020,20651756,2,18,4.0,1.0,25,4022,7387,346.0,-1.0,-1,-1,-1,-1.0,-1,4,-1.0,-1.0,-1.0,-1.0,-1,1,2,-1,-1,-1,-1.0,3,659.0,1,45.0,1,659.0,0,1.0,2.0,-1,-1,-1,-1,2.0,-1,-1,1,80.0,0,0,513750.0,-1.0,-1.0,100953.625
39013,39013,39013,39013,39013,39013,39013,39013,39013,39013,39013,39013,39013,39013,39013,55027,20489210,2,18,5.0,1.0,25,4022,7387,288.0,-1.0,-1,-1,-1,-1.0,-1,1,-1.0,3.0,-1.0,-1.0,-1,0,2,-1,-1,-1,-1.0,1,640.0,1,65.0,1,640.0,0,4.0,-1.0,-1,-1,-1,-1,2.0,-1,1,-1,-1.0,0,0,299000.0,-1.0,-1.0,-115244.8125
39018,39018,39018,39018,39018,39018,39018,39018,39018,39018,39018,39018,39018,39018,39018,55035,20504977,2,2,3.0,1.0,25,4020,7387,142.0,-1.0,-1,-1,-1,-1.0,-1,3,2024.0,3.0,-1.0,-1.0,-1,1,0,1,-1,-1,-1.0,0,378.0,-1,-1.0,-1,-1.0,0,1.0,2.0,-1,-1,-1,-1,2.0,-1,-1,1,-1.0,0,0,199000.0,-1.0,-1.0,-168481.578125
39023,39023,39023,39023,39023,39023,39023,39023,39023,39023,39023,39023,39023,39023,39023,55047,20377067,2,12,4.0,3.0,25,4029,7503,223.0,-1.0,-1,-1,-1,-1.0,-1,3,1980.0,4.0,-1.0,-1.0,-1,1,1,-1,-1,-1,-1.0,2,1300.0,-1,-1.0,1,1300.0,0,-1.0,10.0,-1,-1,1,-1,-1.0,-1,-1,1,-1.0,1,1,625000.0,-1.0,-1.0,105337.5625
39025,39025,39025,39025,39025,39025,39025,39025,39025,39025,39025,39025,39025,39025,39025,55049,20411470,2,2,3.0,1.0,25,4029,7503,237.0,-1.0,-1,-1,-1,-1.0,-1,3,-1.0,4.0,-1.0,-1.0,-1,1,2,-1,-1,-1,-1.0,2,6005.0,-1,-1.0,1,6005.0,0,3.0,-1.0,-1,-1,1,-1,-1.0,1,-1,1,-1.0,0,1,695000.0,-1.0,-1.0,227612.5625
39049,39049,39049,39049,39049,39049,39049,39049,39049,39049,39049,39049,39049,39049,39049,55079,20512347,2,12,5.0,-1.0,25,4031,7390,311.0,-1.0,-1,1,1,-1.0,1,3,2000.0,4.0,3.0,12.0,-1,1,2,-1,-1,-1,-1.0,7,1548.0,1,-1.0,1,1.0,0,2.0,4.0,-1,-1,-1,1,2.0,-1,-1,1,30.0,5,1,445000.0,-1.0,-1.0,-119266.40625
39054,39054,39054,39054,39054,39054,39054,39054,39054,39054,39054,39054,39054,39054,39054,55085,10965562,2,2,2.0,-1.0,25,4031,7390,95.0,-1.0,-1,-1,-1,-1.0,-1,6,-1.0,2.0,-1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,0,90.0,-1,-1.0,1,50.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,62.0,0,0,40000.0,3.8591326,50.4341847,-112205.453125
39098,39098,39098,39098,39098,39098,39098,39098,39098,39098,39098,39098,39098,39098,39098,55152,20341303,2,12,3.0,1.0,25,4039,7340,169.0,-1.0,-1,1,-1,-1.0,-1,1,1986.0,4.0,2.0,-1.0,-1,1,1,-1,-1,-1,14.0,3,4100.0,1,42.0,-1,-1.0,0,1.0,4.0,-1,-1,-1,1,2.0,-1,-1,1,-1.0,0,5,349500.0,3.8474452,50.41723349999999,-112694.15625
39099,39099,39099,39099,39099,39099,39099,39099,39099,39099,39099,39099,39099,39099,39099,55153,20590985,2,2,4.0,2.0,25,4039,7340,224.0,-1.0,-1,1,-1,15.0,1,1,1965.0,3.0,-1.0,14.0,-1,1,1,-1,1,-1,14.0,2,900.0,1,20.0,1,750.0,0,2.0,1.0,-1,-1,-1,1,2.0,-1,-1,1,40.0,8,5,210000.0,3.8272079,50.4054674,-280360.21875
39101,39101,39101,39101,39101,39101,39101,39101,39101,39101,39101,39101,39101,39101,39101,55155,20648617,2,2,3.0,-1.0,25,4040,7340,187.0,-1.0,-1,-1,-1,-1.0,-1,0,-1.0,3.0,-1.0,-1.0,-1,1,1,-1,-1,-1,-1.0,0,124.0,-1,-1.0,-1,-1.0,0,1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,1,-1.0,0,5,110000.0,-1.0,-1.0,-102830.6875
39120,39120,39120,39120,39120,39120,39120,39120,39120,39120,39120,39120,39120,39120,39120,55177,20632848,2,2,5.0,1.0,25,4039,7340,216.0,-1.0,-1,1,-1,23.0,1,1,-1.0,3.0,-1.0,-1.0,-1,1,2,-1,1,-1,17.0,3,627.0,1,16.0,1,400.0,0,2.0,-1.0,-1,-1,-1,1,2.0,-1,-1,1,50.0,2,1,230000.0,-1.0,-1.0,-141405.5625
39136,39136,39136,39136,39136,39136,39136,39136,39136,39136,39136,39136,39136,39136,39136,55194,20164925,1,4,2.0,2.0,25,4046,7340,235.0,-1.0,-1,-1,-1,-1.0,-1,3,-1.0,3.0,-1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,0,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,26.0,0,6,175000.0,3.8658332,50.4082201,-183193.578125
39157,39157,39157,39157,39157,39157,39157,39157,39157,39157,39157,39157,39157,39157,39157,55216,10358886,2,2,3.0,1.0,25,4042,7340,180.0,-1.0,-1,-1,-1,-1.0,-1,0,2022.0,3.0,-1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,4,-1.0,-1,-1.0,-1,-1.0,0,1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,1,-1.0,0,0,125000.0,-1.0,-1.0,-217264.984375
39174,39174,39174,39174,39174,39174,39174,39174,39174,39174,39174,39174,39174,39174,39174,55242,20321188,2,18,3.0,-1.0,25,4044,7340,211.0,-1.0,1,-1,1,-1.0,1,1,-1.0,3.0,1.0,-1.0,-1,1,2,-1,-1,-1,-1.0,2,800.0,1,-1.0,1,1.0,0,3.0,3.0,-1,-1,-1,1,3.0,-1,-1,1,1.0,0,2,225000.0,3.8650999,50.40748500000001,-182234.046875
39176,39176,39176,39176,39176,39176,39176,39176,39176,39176,39176,39176,39176,39176,39176,55245,20425333,2,2,3.0,1.0,25,4039,7340,180.0,-1.0,-1,1,-1,-1.0,-1,2,-1.0,2.0,2.0,-1.0,-1,0,1,-1,-1,-1,-1.0,2,210.0,-1,-1.0,1,120.0,0,1.0,-1.0,-1,-1,-1,1,2.0,-1,-1,1,20.0,0,1,130000.0,3.8546238,50.40443699999999,-100331.671875
39178,39178,39178,39178,39178,39178,39178,39178,39178,39178,39178,39178,39178,39178,39178,55247,20085431,2,2,3.0,1.0,25,4039,7340,210.0,-1.0,-1,1,-1,-1.0,-1,2,-1.0,2.0,-1.0,-1.0,-1,0,1,-1,-1,-1,-1.0,2,300.0,-1,-1.0,1,250.0,0,2.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,-1.0,0,6,140000.0,3.8427026,50.4210399,-135897.453125
39194,39194,39194,39194,39194,39194,39194,39194,39194,39194,39194,39194,39194,39194,39194,55283,20481081,2,2,2.0,-1.0,25,4041,7340,128.0,-1.0,-1,-1,-1,-1.0,-1,0,-1.0,3.0,-1.0,-1.0,-1,0,1,-1,-1,-1,-1.0,0,190.0,-1,-1.0,-1,-1.0,0,-1.0,1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,0,6,50000.0,-1.0,-1.0,-127070.62890625
39197,39197,39197,39197,39197,39197,39197,39197,39197,39197,39197,39197,39197,39197,39197,55288,20573773,2,2,3.0,1.0,25,4049,7370,212.0,14.0,1,1,-1,-1.0,-1,1,-1.0,2.0,2.0,9.0,-1,0,1,-1,-1,-1,7.0,0,527.0,1,27.0,1,423.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,63.0,0,5,125000.0,3.752282999999999,50.3831687,-172922.40625
39199,39199,39199,39199,39199,39199,39199,39199,39199,39199,39199,39199,39199,39199,39199,55290,20587123,2,2,4.0,1.0,25,4051,7370,356.0,13.0,-1,-1,-1,-1.0,-1,1,-1.0,4.0,1.0,6.0,-1,0,2,-1,-1,-1,24.0,0,3196.0,1,60.0,1,2870.0,0,2.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,1,325000.0,3.8036832,50.3833861,-236197.59375
39201,39201,39201,39201,39201,39201,39201,39201,39201,39201,39201,39201,39201,39201,39201,55292,20572224,2,2,5.0,3.0,25,4052,7370,325.0,-1.0,-1,1,-1,-1.0,-1,1,-1.0,4.0,2.0,7.0,-1,0,1,-1,-1,-1,-1.0,0,886.0,1,48.0,1,604.0,0,1.0,-1.0,-1,-1,-1,-1,3.0,-1,-1,1,102.0,1,5,335000.0,3.7579486,50.40212709999999,-141935.78125
39202,39202,39202,39202,39202,39202,39202,39202,39202,39202,39202,39202,39202,39202,39202,55293,20590883,2,2,4.0,1.0,25,4051,7370,356.0,-1.0,-1,-1,-1,-1.0,-1,1,-1.0,4.0,1.0,6.0,-1,0,2,-1,-1,-1,24.0,0,3196.0,1,60.0,1,2870.0,0,2.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,1,325000.0,3.8036832,50.3833861,-228491.65625
39207,39207,39207,39207,39207,39207,39207,39207,39207,39207,39207,39207,39207,39207,39207,55298,20484989,2,12,4.0,1.0,25,4051,7370,162.0,4.0,-1,-1,-1,-1.0,-1,3,2024.0,4.0,1.0,83.0,-1,0,3,1,-1,-1,13.0,0,630.0,1,35.0,1,400.0,5,1.0,2.0,-1,-1,-1,-1,2.0,-1,-1,1,12.0,4,7,315000.0,3.7803635,50.39312330000001,-108268.8125
39211,39211,39211,39211,39211,39211,39211,39211,39211,39211,39211,39211,39211,39211,39211,55304,20311718,2,2,4.0,1.0,25,4051,7370,525.0,16.0,1,-1,-1,-1.0,-1,2,-1.0,3.0,2.0,21.0,-1,0,1,-1,-1,-1,9.0,0,3220.0,1,48.0,1,1029.0,0,-1.0,-1.0,-1,-1,-1,-1,3.0,-1,-1,1,30.0,8,6,295000.0,3.795314,50.3935946,-132259.71875
39220,39220,39220,39220,39220,39220,39220,39220,39220,39220,39220,39220,39220,39220,39220,55316,20630400,2,2,2.0,1.0,25,4048,7370,75.0,-1.0,-1,-1,-1,17.0,1,1,-1.0,2.0,-1.0,7.0,-1,1,1,-1,-1,-1,7.0,4,2095.0,1,16.0,-1,-1.0,0,1.0,4.0,-1,-1,-1,-1,1.0,-1,-1,-1,-1.0,0,3,100000.0,-1.0,-1.0,-112417.4375
39250,39250,39250,39250,39250,39250,39250,39250,39250,39250,39250,39250,39250,39250,39250,55349,10449210,2,2,2.0,1.0,25,4057,7370,150.0,-1.0,-1,-1,-1,-1.0,-1,3,-1.0,2.0,-1.0,15.0,-1,0,0,-1,-1,-1,-1.0,0,292.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,180.0,0,1,99000.0,3.756865,50.38728649999999,-211477.1171875
39251,39251,39251,39251,39251,39251,39251,39251,39251,39251,39251,39251,39251,39251,39251,55350,20569002,2,2,4.0,-1.0,25,4053,7370,200.0,-1.0,-1,-1,-1,-1.0,-1,0,-1.0,2.0,-1.0,-1.0,-1,1,0,-1,-1,-1,-1.0,0,488.0,-1,-1.0,-1,-1.0,0,-1.0,4.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,0,0,130000.0,-1.0,-1.0,-175954.34375
39253,39253,39253,39253,39253,39253,39253,39253,39253,39253,39253,39253,39253,39253,39253,55352,20478795,2,2,3.0,1.0,25,4048,7370,150.0,-1.0,-1,-1,-1,-1.0,-1,0,-1.0,2.0,-1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,0,360.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,0,0,90000.0,-1.0,-1.0,-153717.828125
39256,39256,39256,39256,39256,39256,39256,39256,39256,39256,39256,39256,39256,39256,39256,55362,20317171,2,2,3.0,2.0,25,4051,7370,156.0,-1.0,-1,-1,1,-1.0,-1,3,2024.0,2.0,2.0,6.0,-1,1,1,-1,1,-1,-1.0,0,247.0,-1,-1.0,-1,-1.0,0,-1.0,2.0,-1,-1,-1,-1,3.0,-1,-1,1,18.0,5,7,269000.0,3.8079811,50.37910189999999,-122037.96875
39272,39272,39272,39272,39272,39272,39272,39272,39272,39272,39272,39272,39272,39272,39272,55411,20129038,2,18,3.0,1.0,25,745,7520,800.0,-1.0,-1,-1,-1,-1.0,-1,3,1844.0,4.0,1.0,-1.0,-1,1,1,-1,-1,-1,-1.0,2,11000.0,-1,-1.0,1,11000.0,0,-1.0,-1.0,-1,-1,-1,-1,15.0,-1,-1,1,1000.0,0,0,849000.0,-1.0,-1.0,354055.9375
39273,39273,39273,39273,39273,39273,39273,39273,39273,39273,39273,39273,39273,39273,39273,55413,20616401,2,2,5.0,1.0,25,4065,7520,235.0,-1.0,-1,-1,-1,-1.0,-1,0,-1.0,4.0,-1.0,-1.0,-1,1,1,-1,-1,-1,-1.0,2,712.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,4,468000.0,-1.0,-1.0,151264.46875
39279,39279,39279,39279,39279,39279,39279,39279,39279,39279,39279,39279,39279,39279,39279,55422,20584883,2,18,5.0,2.0,25,1144,7522,251.0,-1.0,-1,1,-1,-1.0,-1,1,1850.0,4.0,2.0,-1.0,-1,0,2,-1,1,-1,25.0,3,10637.0,1,44.0,1,5851.0,0,5.0,10.0,-1,-1,-1,1,2.0,-1,-1,1,60.0,0,2,995000.0,3.2826292,50.6294542,609074.75
39280,39280,39280,39280,39280,39280,39280,39280,39280,39280,39280,39280,39280,39280,39280,55423,20593965,2,2,3.0,2.0,25,4067,7522,270.0,-1.0,-1,-1,-1,-1.0,-1,3,2019.0,4.0,-1.0,-1.0,-1,1,0,1,1,-1,-1.0,2,4000.0,-1,-1.0,1,4000.0,0,2.0,4.0,-1,-1,1,1,2.0,1,-1,1,-1.0,0,1,699000.0,-1.0,-1.0,111226.75
39288,39288,39288,39288,39288,39288,39288,39288,39288,39288,39288,39288,39288,39288,39288,55433,11226289,2,12,3.0,2.0,25,745,7522,270.0,-1.0,-1,-1,-1,-1.0,-1,1,2007.0,4.0,1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,2,4000.0,1,70.0,-1,-1.0,0,2.0,2.0,-1,-1,-1,-1,-1.0,-1,-1,1,-1.0,0,1,699000.0,-1.0,-1.0,107365.4375
39289,39289,39289,39289,39289,39289,39289,39289,39289,39289,39289,39289,39289,39289,39289,55434,20114087,2,2,3.0,1.0,25,4070,7522,255.0,-1.0,1,1,-1,-1.0,-1,0,-1.0,3.0,1.0,-1.0,-1,0,2,-1,-1,-1,-1.0,0,2840.0,1,-1.0,1,2450.0,0,1.0,-1.0,-1,-1,-1,1,1.0,-1,-1,-1,-1.0,0,6,225000.0,3.2928286,50.5978213,-125608.953125
39295,39295,39295,39295,39295,39295,39295,39295,39295,39295,39295,39295,39295,39295,39295,55448,20178948,2,2,5.0,1.0,25,4073,7530,433.0,-1.0,1,1,-1,-1.0,1,5,-1.0,3.0,-1.0,-1.0,-1,0,1,-1,-1,-1,-1.0,0,1540.0,1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,1,-1.0,-1,-1,-1,-1.0,0,6,198000.0,3.4812909,50.59326429999999,-161251.078125
39307,39307,39307,39307,39307,39307,39307,39307,39307,39307,39307,39307,39307,39307,39307,55470,20452178,2,2,2.0,1.0,25,4080,7534,191.0,-1.0,-1,1,-1,-1.0,-1,3,1970.0,4.0,1.0,16.0,-1,1,2,-1,1,-1,-1.0,2,870.0,-1,-1.0,1,265.0,0,1.0,-1.0,-1,-1,-1,-1,-1.0,1,-1,1,35.0,5,5,429000.0,3.5425099,50.5899922,112828.96875
39310,39310,39310,39310,39310,39310,39310,39310,39310,39310,39310,39310,39310,39310,39310,55476,20499502,2,2,4.0,3.0,25,1397,7538,300.0,-1.0,-1,-1,-1,-1.0,-1,4,-1.0,3.0,1.0,-1.0,-1,1,0,-1,-1,-1,-1.0,6,865.0,1,96.0,1,300.0,0,5.0,-1.0,-1,-1,-1,-1,2.0,1,1,1,25.0,0,4,685000.0,-1.0,-1.0,214813.25
39312,39312,39312,39312,39312,39312,39312,39312,39312,39312,39312,39312,39312,39312,39312,55478,20619622,2,12,4.0,1.0,25,4082,7538,246.0,-1.0,1,-1,1,-1.0,1,3,1987.0,4.0,1.0,15.0,-1,0,2,-1,-1,1,40.0,2,2680.0,1,28.0,1,1600.0,3,1.0,5.0,-1,-1,-1,1,1.0,1,-1,1,30.0,0,4,430000.0,3.5126336,50.5703699,-177902.46875
39313,39313,39313,39313,39313,39313,39313,39313,39313,39313,39313,39313,39313,39313,39313,55479,10752432,2,18,2.0,1.0,25,872,7538,600.0,-1.0,-1,1,-1,-1.0,-1,5,1948.0,4.0,1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,4,1220.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,0,6,195000.0,-1.0,-1.0,-252508.8125
39318,39318,39318,39318,39318,39318,39318,39318,39318,39318,39318,39318,39318,39318,39318,55488,20656828,2,12,4.0,1.0,25,4085,7542,188.0,-1.0,-1,1,-1,-1.0,-1,5,1950.0,-1.0,2.0,-1.0,-1,0,0,-1,-1,-1,20.0,3,-1.0,1,40.0,1,2000.0,0,1.0,3.0,-1,-1,-1,-1,-1.0,-1,-1,1,60.0,0,2,495000.0,-1.0,-1.0,240707.875
39319,39319,39319,39319,39319,39319,39319,39319,39319,39319,39319,39319,39319,39319,39319,55489,20070150,2,2,3.0,1.0,25,4086,7542,119.0,-1.0,-1,1,-1,-1.0,-1,1,-1.0,3.0,-1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,2,-1.0,1,26.0,-1,-1.0,0,-1.0,1.0,-1,-1,-1,-1,1.0,-1,-1,-1,-1.0,0,1,315000.0,3.3997927,50.6554809,124632.21875
39333,39333,39333,39333,39333,39333,39333,39333,39333,39333,39333,39333,39333,39333,39333,55510,20076463,2,2,3.0,1.0,25,4093,7540,189.0,-1.0,-1,-1,-1,-1.0,-1,3,-1.0,4.0,-1.0,11.6,-1,0,0,-1,1,-1,-1.0,0,1400.0,-1,-1.0,-1,-1.0,0,1.0,-1.0,-1,-1,-1,1,2.0,-1,-1,-1,-1.0,0,8,551809.0,-1.0,-1.0,179660.78125
39334,39334,39334,39334,39334,39334,39334,39334,39334,39334,39334,39334,39334,39334,39334,55511,11195831,2,2,3.0,2.0,25,4093,7540,255.0,-1.0,-1,-1,-1,-1.0,-1,3,-1.0,4.0,-1.0,16.5,-1,0,0,-1,1,-1,-1.0,0,4380.0,-1,-1.0,-1,-1.0,0,2.0,-1.0,-1,-1,-1,1,2.0,-1,-1,-1,-1.0,0,8,782586.0,-1.0,-1.0,247282.6875
39336,39336,39336,39336,39336,39336,39336,39336,39336,39336,39336,39336,39336,39336,39336,55513,20519644,2,12,4.0,1.0,25,745,7540,176.0,-1.0,1,-1,-1,-1.0,-1,2,1970.0,4.0,2.0,-1.0,-1,0,1,-1,-1,-1,-1.0,2,1600.0,-1,-1.0,-1,-1.0,0,1.0,5.0,-1,-1,-1,1,-1.0,-1,1,-1,-1.0,0,6,300000.0,3.4183538,50.6192217,-136986.6875
39337,39337,39337,39337,39337,39337,39337,39337,39337,39337,39337,39337,39337,39337,39337,55515,11340487,2,2,3.0,-1.0,25,4091,7540,125.0,-1.0,1,1,-1,-1.0,-1,5,-1.0,-1.0,-1.0,-1.0,-1,1,1,-1,-1,-1,-1.0,2,412.0,-1,-1.0,-1,-1.0,0,-1.0,4.0,-1,-1,-1,-1,-1.0,-1,-1,1,-1.0,0,6,350000.0,-1.0,-1.0,176620.421875
39350,39350,39350,39350,39350,39350,39350,39350,39350,39350,39350,39350,39350,39350,39350,55534,20389546,2,8,3.0,2.0,25,4093,7540,400.0,-1.0,-1,-1,-1,24.0,1,0,2024.0,4.0,2.0,-1.0,-1,0,0,-1,-1,-1,38.0,0,828.0,1,41.0,-1,-1.0,0,2.0,-1.0,-1,-1,-1,1,2.0,-1,-1,-1,-1.0,0,9,395000.0,-1.0,-1.0,-285247.5625
39356,39356,39356,39356,39356,39356,39356,39356,39356,39356,39356,39356,39356,39356,39356,55543,20571586,2,2,3.0,1.0,25,4099,7602,160.0,-1.0,1,1,-1,-1.0,1,1,-1.0,2.0,2.0,-1.0,-1,1,0,1,-1,1,-1.0,2,-1.0,1,-1.0,1,100.0,8,-1.0,-1.0,-1,-1,-1,1,-1.0,-1,-1,1,30.0,1,1,190000.0,3.5920112,50.5452053,-113629.84375
39366,39366,39366,39366,39366,39366,39366,39366,39366,39366,39366,39366,39366,39366,39366,55557,11402639,2,2,4.0,-1.0,25,4100,7600,185.0,-1.0,-1,1,-1,-1.0,-1,3,-1.0,2.0,-1.0,-1.0,-1,0,2,-1,-1,-1,-1.0,0,181.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,0,125000.0,3.5909681,50.5084305,-182258.65625
39370,39370,39370,39370,39370,39370,39370,39370,39370,39370,39370,39370,39370,39370,39370,55563,20491451,2,22,2.0,-1.0,25,4100,7600,100.0,-1.0,1,1,-1,-1.0,-1,5,-1.0,2.0,-1.0,-1.0,-1,0,2,-1,-1,-1,-1.0,0,258.0,-1,-1.0,-1,-1.0,0,1.0,3.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,0,0,70000.0,3.5845516,50.4907806,-106948.9765625
39372,39372,39372,39372,39372,39372,39372,39372,39372,39372,39372,39372,39372,39372,39372,55565,20620182,2,2,3.0,1.0,25,4100,7600,137.0,-1.0,-1,1,-1,8.0,1,0,-1.0,3.0,-1.0,-1.0,-1,0,0,-1,-1,-1,16.0,0,650.0,1,18.0,-1,-1.0,0,1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,-1,-1.0,0,6,115000.0,3.5737559,50.4971372,-119926.5390625
39376,39376,39376,39376,39376,39376,39376,39376,39376,39376,39376,39376,39376,39376,39376,55569,20594946,2,2,5.0,-1.0,25,4099,7600,335.0,-1.0,-1,-1,-1,-1.0,-1,0,-1.0,2.0,-1.0,-1.0,-1,1,1,-1,-1,-1,-1.0,0,199.0,1,44.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,-1,-1.0,0,6,87500.0,3.591301199999999,50.509649,-278976.1171875
39378,39378,39378,39378,39378,39378,39378,39378,39378,39378,39378,39378,39378,39378,39378,55571,20382758,2,2,3.0,1.0,25,4101,7600,300.0,-1.0,-1,1,-1,-1.0,-1,5,1918.0,2.0,-1.0,-1.0,-1,1,0,-1,-1,-1,-1.0,4,300.0,1,38.0,1,160.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,0,6,79000.0,-1.0,-1.0,-137407.6953125
39382,39382,39382,39382,39382,39382,39382,39382,39382,39382,39382,39382,39382,39382,39382,55575,20491450,2,22,4.0,1.0,25,4100,7600,200.0,-1.0,1,1,-1,-1.0,-1,0,-1.0,-1.0,-1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,0,470.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,0,0,130000.0,3.5928348,50.4915534,-214169.828125
39384,39384,39384,39384,39384,39384,39384,39384,39384,39384,39384,39384,39384,39384,39384,55578,20457228,2,7,4.0,2.0,25,4099,7600,592.0,-1.0,-1,1,-1,-1.0,-1,3,-1.0,2.0,-1.0,30.0,-1,1,2,-1,-1,-1,21.0,2,3361.0,-1,-1.0,1,2361.0,0,-1.0,-1.0,-1,-1,-1,1,-1.0,-1,-1,1,-1.0,0,1,900000.0,-1.0,-1.0,424415.75
39387,39387,39387,39387,39387,39387,39387,39387,39387,39387,39387,39387,39387,39387,39387,55585,11434627,2,2,2.0,1.0,25,4100,7600,180.0,-1.0,-1,-1,-1,-1.0,-1,3,-1.0,-1.0,-1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,0,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,0,380000.0,3.6122029,50.5197325,130807.625
